Student Id,Name,Race,Location,Gender,Major,Question,Question Response,Response Value
8884301,Christine Stevens,White,"('34.63915', '-120.45794', 'Lompoc', 'US', 'America/Los_Angeles')",Male,Nurs,Social Life,Agree,4
2646807,Amy Wise,Black or African American,"('44.99012', '-123.02621', 'Keizer', 'US', 'America/Los_Angeles')",Male,Math,Social Life,Strongly Disagree,1
9698144,Catherine Solis,White,"('33.35283', '-111.78903', 'Gilbert', 'US', 'America/Phoenix')",Female,Nurs,Social Life,Strongly Agree,5
3552655,Richard Wolf,Black or African American,"('35.88264', '-80.08199', 'Thomasville', 'US', 'America/New_York')",Female,Ed,Social Life,Agree,4
9758156,Colin Rodriguez,White,"('35.74788', '-95.36969', 'Muskogee', 'US', 'America/Chicago')",Female,Engl,Social Life,Agree,4
7636444,Mike Young,White,"('33.03699', '-117.29198', 'Encinitas', 'US', 'America/Los_Angeles')",Female,Bus,Social Life,Agree,4
5562947,Vanessa Hernandez,White,"('32.9156', '-117.14392', 'Mira Mesa', 'US', 'America/Los_Angeles')",Female,Bus,Social Life,Strongly Disagree,1
6657057,Mrs. Cynthia Rodriguez,White,"('39.72943', '-104.83192', 'Aurora', 'US', 'America/Denver')",Female,Nurs,Social Life,Disagree,2
5909784,Jaime Shannon,White,"('39.78504', '-85.76942', 'Greenfield', 'US', 'America/Indiana/Indianapolis')",Male,Math,Social Life,Agree,4
4991488,Tammie Ballard,Black or African American,"('33.54428', '-84.23381', 'Stockbridge', 'US', 'America/New_York')",Female,Ed,Social Life,Agree,4
8290806,Tiffany Mason,Black or African American,"('41.80753', '-87.65644', 'New City', 'US', 'America/Chicago')",Male,Nurs,Social Life,Neither Agree nor Disagree,3
9889974,Lynn Moon,White,"('32.5007', '-94.74049', 'Longview', 'US', 'America/Chicago')",Female,Chem,Social Life,Neither Agree nor Disagree,3
7654428,Lisa Wade,White,"('40.67705', '-73.89125', 'Cypress Hills', 'US', 'America/New_York')",Female,Engi,Social Life,Agree,4
2847976,Jeremy Warren,Hispanic or Latino,"('46.09273', '-88.64235', 'Iron River', 'US', 'America/Menominee')",Male,Nurs,Social Life,Strongly Agree,5
3591385,Dawn Harvey MD,White,"('32.5007', '-94.74049', 'Longview', 'US', 'America/Chicago')",Female,Ed,Social Life,Neither Agree nor Disagree,3
3283024,Wayne Cook,White,"('28.54944', '-81.77285', 'Clermont', 'US', 'America/New_York')",Female,Ed,Social Life,Agree,4
8887704,Beth Reyes,White,"('40.72371', '-73.95097', 'Greenpoint', 'US', 'America/New_York')",Male,Nurs,Social Life,Disagree,2
5936441,Andrea Ferrell,Asian,"('35.25064', '-91.73625', 'Searcy', 'US', 'America/Chicago')",Female,Engl,Social Life,Disagree,2
7089233,Emily Bryant,Black or African American,"('36.91023', '-121.75689', 'Watsonville', 'US', 'America/Los_Angeles')",Female,Bus,Social Life,Disagree,2
7797393,Bradley Davis,Black or African American,"('39.57582', '-105.11221', 'Ken Caryl', 'US', 'America/Denver')",Female,Bio,Social Life,Agree,4
4305781,Debbie Chavez,White,"('40.68066', '-73.47429', 'Massapequa', 'US', 'America/New_York')",Male,Nurs,Social Life,Agree,4
5302488,Stephanie Taylor,White,"('40.57788', '-73.95958', 'Brighton Beach', 'US', 'America/New_York')",Female,Bio,Social Life,Agree,4
5220988,Connor Wilson,White,"('41.6764', '-91.58045', 'Coralville', 'US', 'America/Chicago')",Female,Math,Social Life,Strongly Agree,5
8220444,Monica Nguyen,White,"('41.85059', '-87.882', 'Westchester', 'US', 'America/Chicago')",Female,Nurs,Social Life,Strongly Agree,5
1116382,Katherine Knight,White,"('39.32011', '-76.51552', 'Rosedale', 'US', 'America/New_York')",Female,Ed,Social Life,Agree,4
7866771,Daniel Gomez,White,"('32.35126', '-95.30106', 'Tyler', 'US', 'America/Chicago')",Male,Nurs,Social Life,Disagree,2
1133032,Matthew Hernandez,White,"('45.0408', '-93.263', 'Columbia Heights', 'US', 'America/Chicago')",Female,Ed,Social Life,Strongly Agree,5
4698289,Joseph Rogers,White,"('43.54072', '-116.56346', 'Nampa', 'US', 'America/Boise')",Male,Ed,Social Life,Disagree,2
7878393,John Allen,Hispanic or Latino,"('41.54566', '-71.29144', 'Middletown', 'US', 'America/New_York')",Male,Engl,Social Life,Strongly Disagree,1
1993491,Anthony Petty,Black or African American,"('45.49428', '-122.86705', 'Aloha', 'US', 'America/Los_Angeles')",Female,Math,Social Life,Agree,4
6708724,Joyce Campbell,Hispanic or Latino,"('34.25807', '-88.70464', 'Tupelo', 'US', 'America/Chicago')",Female,Engi,Social Life,Neither Agree nor Disagree,3
2267401,Scott Johnson,White,"('33.7207', '-116.21677', 'Indio', 'US', 'America/Los_Angeles')",Female,Engi,Social Life,Strongly Agree,5
6935355,Keith Long,White,"('40.67705', '-73.89125', 'Cypress Hills', 'US', 'America/New_York')",Female,Engi,Social Life,Agree,4
3687088,James Bryan,White,"('47.76232', '-122.2054', 'Bothell', 'US', 'America/Los_Angeles')",Female,Engi,Social Life,Strongly Disagree,1
1747079,Nicole Palmer,Black or African American,"('40.57788', '-73.95958', 'Brighton Beach', 'US', 'America/New_York')",Female,Ed,Social Life,Disagree,2
6063116,Gary Davis,White,"('47.92526', '-97.03285', 'Grand Forks', 'US', 'America/Chicago')",Female,Bus,Social Life,Strongly Agree,5
6802516,Lawrence Keith,White,"('30.16688', '-96.39774', 'Brenham', 'US', 'America/Chicago')",Female,Nurs,Social Life,Disagree,2
1690517,Jerry Dawson,Black or African American,"('46.32374', '-120.00865', 'Sunnyside', 'US', 'America/Los_Angeles')",Male,Nurs,Social Life,Agree,4
6388002,Robert Silva,White,"('38.58894', '-89.99038', 'Fairview Heights', 'US', 'America/Chicago')",Male,Bio,Social Life,Neither Agree nor Disagree,3
8684744,Eric Nelson,White,"('32.52515', '-93.75018', 'Shreveport', 'US', 'America/Chicago')",Male,Nurs,Social Life,Agree,4
5847554,Katherine Montgomery,White,"('38.06084', '-97.92977', 'Hutchinson', 'US', 'America/Chicago')",Male,Nurs,Social Life,Strongly Disagree,1
2600319,Christopher King,White,"('32.42067', '-104.22884', 'Carlsbad', 'US', 'America/Denver')",Female,Chem,Social Life,Strongly Disagree,1
4627255,Tina Kaufman,White,"('41.14676', '-73.49484', 'New Canaan', 'US', 'America/New_York')",Female,Nurs,Social Life,Neither Agree nor Disagree,3
1069395,Joseph Sanders,White,"('34.09611', '-118.10583', 'San Gabriel', 'US', 'America/Los_Angeles')",Male,Bus,Social Life,Neither Agree nor Disagree,3
7231761,Michael Stephens,White,"('46.09273', '-88.64235', 'Iron River', 'US', 'America/Menominee')",Female,Nurs,Social Life,Agree,4
9978384,Brian Bowers,Asian,"('41.72059', '-87.70172', 'Evergreen Park', 'US', 'America/Chicago')",Male,Nurs,Social Life,Agree,4
8902567,Stephen Cooper,White,"('40.2737', '-76.88442', 'Harrisburg', 'US', 'America/New_York')",Male,Chem,Social Life,Strongly Agree,5
6121242,Cindy Carroll,Black or African American,"('34.09611', '-118.10583', 'San Gabriel', 'US', 'America/Los_Angeles')",Female,Nurs,Social Life,Neither Agree nor Disagree,3
5773308,Michelle Jensen,Black or African American,"('42.24113', '-88.3162', 'Crystal Lake', 'US', 'America/Chicago')",Female,Nurs,Social Life,Disagree,2
5680586,Sara Harris,Asian,"('40.63316', '-74.13653', 'Port Richmond', 'US', 'America/New_York')",Male,Bio,Social Life,Strongly Agree,5
3025779,Gabriel Craig,White,"('33.08014', '-83.2321', 'Milledgeville', 'US', 'America/New_York')",Male,Ed,Social Life,Strongly Disagree,1
8024358,Gary Arroyo,White,"('26.18924', '-98.15529', 'San Juan', 'US', 'America/Chicago')",Male,Nurs,Social Life,Strongly Agree,5
3395639,Michael Reyes,White,"('30.17746', '-81.38758', 'Palm Valley', 'US', 'America/New_York')",Male,Chem,Social Life,Neither Agree nor Disagree,3
8220301,Adam Le,White,"('42.16808', '-88.42814', 'Huntley', 'US', 'America/Chicago')",Male,Engi,Social Life,Agree,4
6597890,Greg Wagner,White,"('37.52487', '-77.55777', 'Bon Air', 'US', 'America/New_York')",Male,Bus,Social Life,Agree,4
3231850,Brad Thompson,Asian,"('27.09978', '-82.45426', 'Venice', 'US', 'America/New_York')",Female,Math,Social Life,Disagree,2
3034520,Christopher West,Black or African American,"('42.93369', '-72.27814', 'Keene', 'US', 'America/New_York')",Male,Nurs,Social Life,Neither Agree nor Disagree,3
5589137,Madison Martin,White,"('44.99012', '-123.02621', 'Keizer', 'US', 'America/Los_Angeles')",Female,Nurs,Social Life,Strongly Agree,5
5743042,Richard Carrillo,Hispanic or Latino,"('32.52515', '-93.75018', 'Shreveport', 'US', 'America/Chicago')",Male,Bus,Social Life,Strongly Agree,5
6090570,Dr. Leslie Paul DVM,White,"('40.58654', '-122.39168', 'Redding', 'US', 'America/Los_Angeles')",Female,Engi,Social Life,Strongly Agree,5
5304667,Donald Perez MD,Hispanic or Latino,"('28.15112', '-82.46148', 'Lutz', 'US', 'America/New_York')",Male,Engi,Social Life,Disagree,2
1291309,Amy Randall,White,"('36.91023', '-121.75689', 'Watsonville', 'US', 'America/Los_Angeles')",Female,Ed,Social Life,Agree,4
6762924,Krista Fowler,Hispanic or Latino,"('41.55815', '-73.0515', 'Waterbury', 'US', 'America/New_York')",Male,Bus,Social Life,Agree,4
9844978,Charles Davis,White,"('32.35126', '-95.30106', 'Tyler', 'US', 'America/Chicago')",Male,Nurs,Social Life,Disagree,2
7635630,Albert Mitchell,Black or African American,"('41.47892', '-87.45476', 'Schererville', 'US', 'America/Chicago')",Female,Math,Social Life,Strongly Agree,5
6805650,Alicia Wiley,White,"('33.08014', '-83.2321', 'Milledgeville', 'US', 'America/New_York')",Female,Nurs,Social Life,Agree,4
7652477,Daniel Caldwell,Black or African American,"('26.68451', '-80.66756', 'Belle Glade', 'US', 'America/New_York')",Female,Bio,Social Life,Strongly Agree,5
5692055,Robert Gentry,White,"('41.54566', '-71.29144', 'Middletown', 'US', 'America/New_York')",Female,Bus,Social Life,Agree,4
8566348,Raymond Roberts,Black or African American,"('39.33427', '-76.43941', 'Middle River', 'US', 'America/New_York')",Female,Nurs,Social Life,Strongly Agree,5
9585162,Mr. Anthony Davis,White,"('33.98154', '-81.23621', 'Lexington', 'US', 'America/New_York')",Female,Engi,Social Life,Disagree,2
9385753,Vicki Rice,Hispanic or Latino,"('40.81', '-73.9625', 'Morningside Heights', 'US', 'America/New_York')",Female,Nurs,Social Life,Strongly Agree,5
6548699,Leslie Nelson,Hispanic or Latino,"('34.25807', '-88.70464', 'Tupelo', 'US', 'America/Chicago')",Female,Chem,Social Life,Agree,4
6877777,Andrew Campos,White,"('42.93369', '-72.27814', 'Keene', 'US', 'America/New_York')",Male,Nurs,Social Life,Strongly Agree,5
6338463,Dylan Fox,White,"('33.92946', '-116.97725', 'Beaumont', 'US', 'America/Los_Angeles')",Female,Engi,Social Life,Agree,4
2116658,Steve Ramos,White,"('33.44872', '-86.78777', 'Vestavia Hills', 'US', 'America/Chicago')",Female,Chem,Social Life,Agree,4
4812521,Jillian Riley,White,"('41.57721', '-93.71133', 'West Des Moines', 'US', 'America/Chicago')",Male,Engl,Social Life,Neither Agree nor Disagree,3
7559130,Jake Jones,White,"('35.74788', '-95.36969', 'Muskogee', 'US', 'America/Chicago')",Female,Nurs,Social Life,Agree,4
5930178,Norma Thomas,White,"('34.14251', '-118.25508', 'Glendale', 'US', 'America/Los_Angeles')",Female,Ed,Social Life,Disagree,2
7772303,Henry Fitzgerald,White,"('40.64621', '-73.97069', 'Kensington', 'US', 'America/New_York')",Female,Bio,Social Life,Agree,4
9402864,Joseph Wright,White,"('41.66394', '-83.55521', 'Toledo', 'US', 'America/New_York')",Female,Ed,Social Life,Strongly Agree,5
8332172,Brian Horne,White,"('43.91452', '-69.96533', 'Brunswick', 'US', 'America/New_York')",Female,Nurs,Social Life,Strongly Agree,5
7400825,William Hays,Hispanic or Latino,"('47.80527', '-122.24064', 'Bothell West', 'US', 'America/Los_Angeles')",Female,Engi,Social Life,Strongly Agree,5
8432527,Mrs. Nancy Anderson,Black or African American,"('36.20829', '-115.98391', 'Pahrump', 'US', 'America/Los_Angeles')",Male,Engi,Social Life,Agree,4
3053096,Jennifer Cantu,White,"('36.91023', '-121.75689', 'Watsonville', 'US', 'America/Los_Angeles')",Female,Nurs,Social Life,Agree,4
7782235,Todd Fox,White,"('34.63915', '-120.45794', 'Lompoc', 'US', 'America/Los_Angeles')",Female,Nurs,Social Life,Strongly Agree,5
9881231,Carol Gonzales,White,"('40.65538', '-74.38987', 'Scotch Plains', 'US', 'America/New_York')",Male,Engi,Social Life,Agree,4
8396720,Chad Austin,Black or African American,"('47.80527', '-122.24064', 'Bothell West', 'US', 'America/Los_Angeles')",Female,Nurs,Social Life,Agree,4
4423310,Courtney Franklin,White,"('43.16547', '-77.70066', 'Gates-North Gates', 'US', 'America/New_York')",Female,Math,Social Life,Neither Agree nor Disagree,3
4377499,Steven Lutz,Hispanic or Latino,"('45.16024', '-93.08883', 'Lino Lakes', 'US', 'America/Chicago')",Female,Nurs,Social Life,Strongly Agree,5
3634595,David Osborne,White,"('32.9156', '-117.14392', 'Mira Mesa', 'US', 'America/Los_Angeles')",Male,Nurs,Social Life,Strongly Disagree,1
1590541,William Boyd,Hispanic or Latino,"('36.61033', '-88.31476', 'Murray', 'US', 'America/Chicago')",Female,Engi,Social Life,Neither Agree nor Disagree,3
2662467,Tara Jackson,White,"('42.35843', '-71.05977', 'Boston', 'US', 'America/New_York')",Male,Nurs,Social Life,Strongly Agree,5
6095448,Edward Clark,Black or African American,"('33.03699', '-117.29198', 'Encinitas', 'US', 'America/Los_Angeles')",Male,Engi,Social Life,Strongly Agree,5
3545431,Erica Wallace,White,"('43.61062', '-72.97261', 'Rutland', 'US', 'America/New_York')",Female,Engi,Social Life,Strongly Disagree,1
9646332,Cassandra Nguyen,Black or African American,"('40.67705', '-73.89125', 'Cypress Hills', 'US', 'America/New_York')",Male,Bus,Social Life,Neither Agree nor Disagree,3
3491226,Sergio Vasquez,White,"('42.24113', '-88.3162', 'Crystal Lake', 'US', 'America/Chicago')",Female,Nurs,Social Life,Agree,4
5219492,Dr. Gary Christensen,White,"('27.71809', '-82.35176', 'Sun City Center', 'US', 'America/New_York')",Female,Bus,Social Life,Neither Agree nor Disagree,3
1685958,Thomas Reyes,White,"('33.03699', '-117.29198', 'Encinitas', 'US', 'America/Los_Angeles')",Male,Math,Social Life,Neither Agree nor Disagree,3
3937937,Diana Stephens,White,"('41.57721', '-93.71133', 'West Des Moines', 'US', 'America/Chicago')",Male,Nurs,Social Life,Disagree,2
7793564,Stephanie Olson,Hispanic or Latino,"('43.61062', '-72.97261', 'Rutland', 'US', 'America/New_York')",Male,Math,Social Life,Neither Agree nor Disagree,3
2350850,Mrs. Anne Reynolds,Black or African American,"('42.30865', '-83.48216', 'Canton', 'US', 'America/Detroit')",Male,Bus,Social Life,Neither Agree nor Disagree,3
3446986,Christina Terry,Black or African American,"('38.70734', '-77.02303', 'Fort Washington', 'US', 'America/New_York')",Male,Nurs,Social Life,Agree,4
9343200,Ariana Wilkinson,Black or African American,"('40.82232', '-74.15987', 'Nutley', 'US', 'America/New_York')",Male,Ed,Social Life,Strongly Agree,5
7936724,Todd Hill,Black or African American,"('40.58654', '-122.39168', 'Redding', 'US', 'America/Los_Angeles')",Male,Nurs,Social Life,Strongly Agree,5
3140497,Scott Johnson,Hispanic or Latino,"('25.67927', '-80.31727', 'Kendall', 'US', 'America/New_York')",Female,Bus,Social Life,Strongly Agree,5
1237009,Samantha Gates,White,"('41.54566', '-71.29144', 'Middletown', 'US', 'America/New_York')",Female,Engi,Social Life,Strongly Agree,5
6822711,David Curtis,White,"('20.88953', '-156.47432', 'Kahului', 'US', 'Pacific/Honolulu')",Female,Nurs,Social Life,Neither Agree nor Disagree,3
9881115,Thomas Keller,Black or African American,"('45.49428', '-122.86705', 'Aloha', 'US', 'America/Los_Angeles')",Male,Nurs,Social Life,Strongly Agree,5
2875878,Karen Poole,White,"('27.09978', '-82.45426', 'Venice', 'US', 'America/New_York')",Male,Engi,Social Life,Agree,4
4553907,Marissa Thomas,White,"('29.53885', '-95.44744', 'Fresno', 'US', 'America/Chicago')",Female,Bio,Social Life,Strongly Disagree,1
2948496,Mitchell Ponce,White,"('41.85059', '-87.882', 'Westchester', 'US', 'America/Chicago')",Male,Bus,Social Life,Disagree,2
5410521,Cory Robinson,White,"('40.81', '-73.9625', 'Morningside Heights', 'US', 'America/New_York')",Female,Bio,Social Life,Disagree,2
3760630,Amy Young,White,"('45.53929', '-122.38731', 'Troutdale', 'US', 'America/Los_Angeles')",Female,Ed,Social Life,Agree,4
4989680,Deborah Moses,White,"('43.16547', '-77.70066', 'Gates-North Gates', 'US', 'America/New_York')",Female,Bus,Social Life,Strongly Agree,5
3547159,David Andrade,White,"('34.21639', '-119.0376', 'Camarillo', 'US', 'America/Los_Angeles')",Male,Chem,Social Life,Agree,4
3004809,Alicia Rivera,Black or African American,"('32.54044', '-82.90375', 'Dublin', 'US', 'America/New_York')",Female,Bio,Social Life,Disagree,2
2848959,Charles Stone,Black or African American,"('41.57721', '-93.71133', 'West Des Moines', 'US', 'America/Chicago')",Male,Nurs,Social Life,Strongly Disagree,1
2713673,Jack Zimmerman,White,"('37.60876', '-77.37331', 'Mechanicsville', 'US', 'America/New_York')",Male,Math,Social Life,Neither Agree nor Disagree,3
2484013,Christopher Garcia,White,"('42.97086', '-82.42491', 'Port Huron', 'US', 'America/Detroit')",Female,Nurs,Social Life,Disagree,2
8578315,John Taylor,White,"('33.52253', '-117.70755', 'Laguna Niguel', 'US', 'America/Los_Angeles')",Female,Bus,Social Life,Agree,4
5868733,Amy Rogers,White,"('43.1009', '-75.23266', 'Utica', 'US', 'America/New_York')",Female,Engi,Social Life,Agree,4
6057843,Heidi Hale,White,"('41.14676', '-73.49484', 'New Canaan', 'US', 'America/New_York')",Male,Chem,Social Life,Agree,4
3052115,Glenda Wright,Asian,"('33.7207', '-116.21677', 'Indio', 'US', 'America/Los_Angeles')",Female,Nurs,Social Life,Neither Agree nor Disagree,3
2526552,Mark Massey,White,"('33.72255', '-116.37697', 'Palm Desert', 'US', 'America/Los_Angeles')",Female,Engi,Social Life,Strongly Agree,5
5601325,Michael George,White,"('41.9001', '-71.08977', 'Taunton', 'US', 'America/New_York')",Male,Nurs,Social Life,Strongly Agree,5
8479819,Ryan Kerr,Black or African American,"('36.91023', '-121.75689', 'Watsonville', 'US', 'America/Los_Angeles')",Male,Bus,Social Life,Agree,4
2647310,Matthew Haley,White,"('45.0408', '-93.263', 'Columbia Heights', 'US', 'America/Chicago')",Female,Engl,Social Life,Strongly Agree,5
7078739,Christopher Morrison,Asian,"('42.24113', '-88.3162', 'Crystal Lake', 'US', 'America/Chicago')",Female,Nurs,Social Life,Agree,4
4970421,Lindsey Gonzalez,White,"('39.32011', '-76.51552', 'Rosedale', 'US', 'America/New_York')",Female,Nurs,Social Life,Neither Agree nor Disagree,3
5441510,Robert Reyes,Hispanic or Latino,"('40.34912', '-111.90466', 'Saratoga Springs', 'US', 'America/Denver')",Male,Ed,Social Life,Strongly Agree,5
1572684,Paul Lynch,Hispanic or Latino,"('40.82232', '-74.15987', 'Nutley', 'US', 'America/New_York')",Female,Engi,Social Life,Agree,4
1578746,Eric Hoffman,White,"('25.67927', '-80.31727', 'Kendall', 'US', 'America/New_York')",Female,Math,Social Life,Agree,4
6893885,Erika Mcguire,White,"('33.45122', '-86.99666', 'Hueytown', 'US', 'America/Chicago')",Female,Nurs,Social Life,Agree,4
7196483,Mr. Jason Roberts DDS,White,"('37.60876', '-77.37331', 'Mechanicsville', 'US', 'America/New_York')",Female,Bus,Social Life,Neither Agree nor Disagree,3
8484850,Tamara Little,White,"('33.44872', '-86.78777', 'Vestavia Hills', 'US', 'America/Chicago')",Male,Ed,Social Life,Disagree,2
5499665,Jonathan Giles,Asian,"('20.88953', '-156.47432', 'Kahului', 'US', 'Pacific/Honolulu')",Female,Nurs,Social Life,Agree,4
4392089,James Crane,Hispanic or Latino,"('32.5007', '-94.74049', 'Longview', 'US', 'America/Chicago')",Female,Nurs,Social Life,Agree,4
3081210,Tyler Mendoza,White,"('30.5427', '-97.54667', 'Hutto', 'US', 'America/Chicago')",Female,Nurs,Social Life,Agree,4
9727856,Phillip Mendez,Hispanic or Latino,"('47.76232', '-122.2054', 'Bothell', 'US', 'America/Los_Angeles')",Female,Bus,Social Life,Strongly Agree,5
2917307,Mark Garcia,White,"('40.5576', '-74.28459', 'Woodbridge', 'US', 'America/New_York')",Female,Math,Social Life,Strongly Agree,5
9832308,Jessica Thomas,White,"('30.16688', '-96.39774', 'Brenham', 'US', 'America/Chicago')",Female,Ed,Social Life,Disagree,2
7067165,Sandra Duncan,Black or African American,"('47.80527', '-122.24064', 'Bothell West', 'US', 'America/Los_Angeles')",Male,Engl,Social Life,Strongly Agree,5
6351767,Denise Ellis,Black or African American,"('37.60876', '-77.37331', 'Mechanicsville', 'US', 'America/New_York')",Female,Ed,Social Life,Neither Agree nor Disagree,3
6140613,Laura Pham,White,"('28.15112', '-82.46148', 'Lutz', 'US', 'America/New_York')",Male,Engl,Social Life,Neither Agree nor Disagree,3
3716767,Annette Hale,White,"('38.96372', '-76.99081', 'Chillum', 'US', 'America/New_York')",Female,Engi,Social Life,Agree,4
2777067,Jessica Tapia,White,"('40.65538', '-74.38987', 'Scotch Plains', 'US', 'America/New_York')",Female,Ed,Social Life,Disagree,2
6543704,Jason Morrison,White,"('39.00622', '-77.4286', 'Sterling', 'US', 'America/New_York')",Female,Nurs,Social Life,Neither Agree nor Disagree,3
8467444,Danielle Hardy,White,"('39.57582', '-105.11221', 'Ken Caryl', 'US', 'America/Denver')",Male,Ed,Social Life,Neither Agree nor Disagree,3
6023977,Aaron Jensen,White,"('33.92946', '-116.97725', 'Beaumont', 'US', 'America/Los_Angeles')",Female,Math,Social Life,Strongly Agree,5
7920008,Ryan Pugh,Black or African American,"('33.95015', '-118.03917', 'South Whittier', 'US', 'America/Los_Angeles')",Female,Bus,Social Life,Agree,4
6179612,Mrs. Marissa Roy DVM,Black or African American,"('33.35283', '-111.78903', 'Gilbert', 'US', 'America/Phoenix')",Male,Ed,Social Life,Strongly Agree,5
4203137,Lawrence Ramirez,White,"('41.85059', '-87.882', 'Westchester', 'US', 'America/Chicago')",Female,Nurs,Social Life,Strongly Agree,5
4389333,Dana Brooks,White,"('31.76212', '-95.63079', 'Palestine', 'US', 'America/Chicago')",Female,Engi,Social Life,Agree,4
6267902,David Jennings,White,"('39.45621', '-77.96389', 'Martinsburg', 'US', 'America/New_York')",Female,Engi,Social Life,Agree,4
2055650,Tony Bright,White,"('40.72816', '-74.07764', 'Jersey City', 'US', 'America/New_York')",Female,Nurs,Social Life,Agree,4
5476429,Mary Wilson,White,"('41.15376', '-87.88754', 'Bourbonnais', 'US', 'America/Chicago')",Female,Nurs,Social Life,Agree,4
6815864,Steven Simpson,White,"('32.52515', '-93.75018', 'Shreveport', 'US', 'America/Chicago')",Female,Nurs,Social Life,Agree,4
6585615,Sydney Pitts,Asian,"('31.12406', '-97.90308', 'Copperas Cove', 'US', 'America/Chicago')",Female,Ed,Social Life,Agree,4
4452618,Mary Williams,White,"('34.25628', '-78.04471', 'Leland', 'US', 'America/New_York')",Female,Math,Social Life,Agree,4
2825413,Stacy King,Hispanic or Latino,"('28.54944', '-81.77285', 'Clermont', 'US', 'America/New_York')",Male,Nurs,Social Life,Agree,4
4117039,Victor Black,Hispanic or Latino,"('30.17746', '-81.38758', 'Palm Valley', 'US', 'America/New_York')",Female,Nurs,Social Life,Strongly Disagree,1
1811548,Felicia Anderson,White,"('39.43534', '-84.20299', 'Lebanon', 'US', 'America/New_York')",Male,Bus,Social Life,Strongly Disagree,1
1488076,Leslie Carpenter,Asian,"('36.91023', '-121.75689', 'Watsonville', 'US', 'America/Los_Angeles')",Male,Nurs,Social Life,Agree,4
3572920,Gregory Jones,Black or African American,"('41.84364', '-87.71255', 'South Lawndale', 'US', 'America/Chicago')",Male,Bus,Social Life,Strongly Agree,5
4478970,Eric Daniel,White,"('34.09668', '-117.71978', 'Claremont', 'US', 'America/Los_Angeles')",Male,Nurs,Social Life,Neither Agree nor Disagree,3
5725028,Chad Wagner,White,"('33.93113', '-117.54866', 'Norco', 'US', 'America/Los_Angeles')",Female,Bus,Social Life,Agree,4
6215259,Jennifer Ward,Asian,"('40.5576', '-74.28459', 'Woodbridge', 'US', 'America/New_York')",Male,Nurs,Social Life,Disagree,2
7601738,Roy Hall,White,"('41.85059', '-87.882', 'Westchester', 'US', 'America/Chicago')",Male,Engi,Social Life,Disagree,2
3122913,Anne Bradley,Hispanic or Latino,"('33.93113', '-117.54866', 'Norco', 'US', 'America/Los_Angeles')",Male,Nurs,Social Life,Agree,4
3333589,Logan Weber,Black or African American,"('37.95143', '-91.77127', 'Rolla', 'US', 'America/Chicago')",Male,Math,Social Life,Neither Agree nor Disagree,3
9988940,Ashley Hurst,White,"('32.5007', '-94.74049', 'Longview', 'US', 'America/Chicago')",Male,Bus,Social Life,Neither Agree nor Disagree,3
9427670,Kevin Ramirez,Hispanic or Latino,"('20.88953', '-156.47432', 'Kahului', 'US', 'Pacific/Honolulu')",Male,Ed,Social Life,Disagree,2
6986641,Jennifer Ramirez,White,"('34.25628', '-78.04471', 'Leland', 'US', 'America/New_York')",Male,Math,Social Life,Strongly Agree,5
2718834,Matthew Johnson,Asian,"('26.2173', '-80.22588', 'North Lauderdale', 'US', 'America/New_York')",Female,Engl,Social Life,Agree,4
9818219,Bruce Brewer,Black or African American,"('47.4943', '-122.24092', 'Bryn Mawr-Skyway', 'US', 'America/Los_Angeles')",Female,Math,Social Life,Strongly Agree,5
6639099,Patricia Townsend,White,"('40.5576', '-74.28459', 'Woodbridge', 'US', 'America/New_York')",Female,Bio,Social Life,Agree,4
9958114,Jade Hudson,White,"('47.4943', '-122.24092', 'Bryn Mawr-Skyway', 'US', 'America/Los_Angeles')",Female,Ed,Social Life,Strongly Disagree,1
5119327,Donna Sullivan,White,"('34.06635', '-84.67837', 'Acworth', 'US', 'America/New_York')",Male,Engi,Social Life,Agree,4
3914162,Bryan Schwartz,Black or African American,"('39.00622', '-77.4286', 'Sterling', 'US', 'America/New_York')",Female,Ed,Social Life,Strongly Agree,5
3662684,Alyssa George,White,"('34.95303', '-120.43572', 'Santa Maria', 'US', 'America/Los_Angeles')",Male,Engi,Social Life,Agree,4
7901646,Joshua Cobb,White,"('41.47892', '-87.45476', 'Schererville', 'US', 'America/Chicago')",Male,Bus,Social Life,Neither Agree nor Disagree,3
6472865,Helen Scott,White,"('41.0051', '-73.78458', 'Scarsdale', 'US', 'America/New_York')",Female,Bus,Social Life,Disagree,2
1588951,Courtney Johnson,Black or African American,"('32.35126', '-95.30106', 'Tyler', 'US', 'America/Chicago')",Female,Bus,Social Life,Agree,4
9469813,Ronald Harris,White,"('38.17492', '-122.2608', 'American Canyon', 'US', 'America/Los_Angeles')",Female,Nurs,Social Life,Strongly Agree,5
6532322,Gary Marquez,White,"('45.53929', '-122.38731', 'Troutdale', 'US', 'America/Los_Angeles')",Female,Math,Social Life,Strongly Agree,5
1299977,Joseph Johnson,White,"('39.71734', '-74.96933', 'Sicklerville', 'US', 'America/New_York')",Male,Engl,Social Life,Strongly Agree,5
7043571,Christian Ward,White,"('44.73941', '-93.12577', 'Rosemount', 'US', 'America/Chicago')",Female,Bio,Social Life,Strongly Agree,5
1881729,Valerie Jones,Black or African American,"('40.93121', '-73.89875', 'Yonkers', 'US', 'America/New_York')",Male,Math,Social Life,Strongly Agree,5
